"description","amount","unit","kCalories","protein","carbohydrates","fat","vitA","vitB1","vitB2","vitB3","vitB5","vitB6","vitB9","vitB12","vitC","vitD","vitE","vitK","choline","calcium","copper","iron","magnesium","manganese","phosphorus","potassium","selenium","sodium","zinc","water","fiber","cholesterol","saturatedFat","monoUnsaturatedFat","polyUnsaturatedFat","glycemicIndex","comments",
"creatina",100,"gr","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100% pure creatine monohydrate","creatine"
"cruasanes, mantequilla",100,"gr","405.00","8.2","45.8","21.0","744.0","388.0","241.0","2.188,0","861.0","58.0","88.0","0.2","200.0","0.0","840.0","1.8","38.800,0","37.000,0","80.0","2.030,0","16.000,0","330.0","105.000,0","118.000,0","22.7","744.000,0","750.0","23.2","2.6","67.0","11.7","5.5","1.1","11.3","67.0",0,"croissanten, boter"
"cuscús",100,"gr","366.52","12.8","77.4","0.6","0.0","163.0","78.0","3.490,0","1.243,0","110.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","24.000,0","247.0","1.080,0","44.000,0","780.0","170.000,0","166.000,0","0.0","10.000,0","830.0","8.6","5.0","0.0","0.1","0.1","0.3","0.0","62.0",0,"kouskous"
"de avestruz, carne",100,"gr","109.08","22.9","0.0","2.0","0.0","205.0","302.0","4.949,0","1.221,0","537.0","8.0","5.2","0.0","0.0","200.0","0.0","0.0","5.000,0","142.0","2.650,0","23.000,0","18.0","221.000,0","322.000,0","36.6","90.000,0","3.890,0","75.6","0.0","65.0","0.6","0.6","0.4","0.0","0.0",0,"struisvogelvlees"
"de cangrejo en lata",100,"gr","93.15","20.5","0.0","1.2","7.0","80.0","84.0","1.370,0","360.0","150.0","43.0","0.5","2.700,0","0.0","1.840,0","0.1","33.600,0","101.000,0","760.0","840.0","39.000,0","190.0","260.000,0","374.000,0","31.8","333.000,0","4.020,0","76.2","0.0","89.0","0.3","0.2","0.4","0.0","0.0",0,"krab, ingeblikt"
"de jugo de piña",100,"gr","54.00","0.4","12.9","0.1","5.0","58.0","21.0","199.0","56.0","100.0","18.0","0.0","10.000,0","0.0","20.0","0.3","3.300,0","13.000,0","69.0","310.0","12.000,0","504.0","8.000,0","130.000,0","0.1","2.000,0","110.0","86.4","0.2","0.0","0.0","0.0","0.0","10.0","46.0",0,"ananassap"
"de queso mozzarella bajo en grasa",100,"gr","251.40","24.3","2.8","15.9","481.0","18.0","303.0","105.0","79.0","70.0","9.0","0.8","0.0","12.0","140.0","1.6","15.400,0","782.000,0","25.0","220.0","23.000,0","10.0","463.000,0","84.000,0","14.4","619.000,0","2.760,0","53.8","0.0","64.0","10.1","4.5","0.5","1.1","0.0",0,"mozarella kaas, mager"
"de tilapia",100,"gr","95.62","20.1","0.0","1.7","0.0","41.0","63.0","3.903,0","487.0","162.0","24.0","1.6","0.0","124.0","400.0","1.4","42.500,0","10.000,0","75.0","560.0","27.000,0","37.0","170.000,0","302.000,0","41.8","52.000,0","330.0","78.1","0.0","50.0","0.8","0.7","0.5","0.0","0.0",0,"tilapiavis"
"dextrosa (glucosa)",100,"gr","400.00","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","100.0",0,"dextrose (glucose)"
"duraznos",100,"gr","44.05","0.9","9.5","0.3","326.0","24.0","31.0","806.0","153.0","25.0","4.0","0.0","6.600,0","0.0","730.0","2.6","6.100,0","6.000,0","68.0","250.0","9.000,0","61.0","20.000,0","190.000,0","0.1","0.0","170.0","88.9","1.5","0.0","0.0","0.1","0.1","8.4","42.0",0,"perziken"
"eglefino",100,"gr","82.12","18.9","0.0","0.7","57.0","35.0","37.0","3.803,0","127.0","300.0","12.0","1.2","0.0","24.0","390.0","0.1","65.000,0","33.000,0","26.0","1.050,0","39.000,0","25.0","188.000,0","311.000,0","30.2","68.000,0","370.0","79.9","0.0","57.0","0.1","0.1","0.2","0.0","0.0",0,"schelvis"
"espagueti, trigo entero, seco",100,"gr","371.24","14.6","75.0","1.4","0.0","488.0","143.0","5.130,0","984.0","223.0","57.0","0.0","0.0","0.0","0.0","0.0","0.0","40.000,0","454.0","3.630,0","143.000,0","3.055,0","258.000,0","215.000,0","73.0","8.000,0","2.370,0","7.3","0.0","0.0","0.3","0.2","0.6","0.0","37.0","Contains lots of vitamins and minerals","spaghetti, volkoren, droog"
"espaguetis secos, espinacas,",100,"gr","366.77","13.4","74.8","1.6","461.0","373.0","196.0","4.550,0","1.214,0","323.0","48.0","0.0","0.0","0.0","740.0","151.5","17.100,0","58.000,0","499.0","2.130,0","174.000,0","2.645,0","332.000,0","376.000,0","63.5","36.000,0","2.760,0","8.3","10.6","0.0","0.2","0.2","0.6","2.7","40.0","Contains lots of vitamins and minerals","spaghetti, groen, droog"
"espaguetis, en seco",100,"gr","364.43","13.0","74.7","1.5","0.0","90.0","60.0","1.700,0","431.0","142.0","18.0","0.0","0.0","0.0","110.0","0.1","0.0","21.000,0","289.0","1.300,0","53.000,0","917.0","189.000,0","223.000,0","63.2","6.000,0","1.410,0","9.9","3.2","0.0","0.3","0.2","0.6","2.7","42.0","Glycemic Index: 42 (boiled)","spaghetti, droog"
"espaguetis, en seco, enriquecido",100,"gr","364.43","13.0","74.7","1.5","0.0","891.0","400.0","7.177,0","431.0","142.0","237.0","0.0","0.0","0.0","110.0","0.1","15.100,0","21.000,0","289.0","3.300,0","53.000,0","917.0","189.000,0","223.000,0","63.2","6.000,0","1.410,0","9.9","3.2","0.0","0.3","0.2","0.6","2.7","42.0","Glycemic Index: 42 (boiled)","spaghetti, droog, verrijkt"
"espárragos",100,"gr","25.40","2.2","3.9","0.1","756.0","143.0","141.0","978.0","274.0","91.0","52.0","0.0","5.600,0","0.0","1.130,0","41.6","16.000,0","24.000,0","189.0","2.140,0","14.000,0","158.0","52.000,0","202.000,0","2.3","2.000,0","540.0","93.2","2.1","0.0","0.0","0.0","0.1","1.9","15.0",0,"asperge"
"Especial K de Kellogg bayas rojas (cereal)",100,"gr","381.00","12.4","80.6","1.0","2.419,0","1.690,0","2.000,0","22.600,0","475.0","2.260,0","452.0","6.8","67.700,0","0.0","15.260,0","0.6","21.800,0","60.000,0","170.0","26.200,0","39.000,0","1.417,0","162.000,0","242.000,0","13.0","710.000,0","1.600,0","3.0","3.2","0.0","0.2","0.2","0.6","32.2","71.0","Great source of vitamins and minerals but also contains lots of sugar","Kellogg's Special K rode bessen"
"espinacas",100,"gr","29.47","2.9","3.6","0.4","9.377,0","78.0","189.0","724.0","65.0","195.0","194.0","0.0","28.100,0","0.0","2.030,0","482.9","19.300,0","99.000,0","130.0","2.710,0","79.000,0","897.0","49.000,0","558.000,0","1.0","79.000,0","530.0","91.4","2.2","0.0","0.1","0.0","0.2","0.4","15.0",0,"spinazie"
"espinacas, conservas",100,"gr","29.34","2.8","3.4","0.5","9.801,0","16.0","138.0","388.0","47.0","100.0","98.0","0.0","14.300,0","0.0","1.940,0","461.6","18.400,0","127.000,0","180.0","2.300,0","76.000,0","597.0","44.000,0","346.000,0","1.4","322.000,0","460.0","91.8","2.4","0.0","0.1","0.0","0.2","0.4","15.0",0,"spinazie, ingeblikt"
"fideos, huevos",100,"gr","381.68","14.2","71.3","4.4","62.0","170.0","90.0","2.100,0","912.0","216.0","29.0","0.3","0.0","11.0","370.0","0.5","78.700,0","35.000,0","297.0","1.900,0","58.000,0","855.0","241.000,0","244.000,0","78.8","21.000,0","1.920,0","9.0","3.3","84.0","1.2","1.3","1.3","1.9","50.0",0,"noedels, eieren"
"frambuesas",100,"gr","58.41","1.2","11.9","0.7","33.0","32.0","38.0","598.0","329.0","55.0","21.0","0.0","26.200,0","0.0","870.0","7.8","12.300,0","25.000,0","90.0","690.0","22.000,0","670.0","29.000,0","151.000,0","0.2","1.000,0","420.0","85.8","6.5","0.0","0.0","0.1","0.4","4.4","25.0",0,"frambozen"
"fresas",100,"gr","36.10","0.7","7.7","0.3","12.0","24.0","22.0","386.0","125.0","47.0","24.0","0.0","58.800,0","0.0","290.0","2.2","5.700,0","16.000,0","48.0","410.0","13.000,0","386.0","24.000,0","153.000,0","0.4","1.000,0","140.0","91.0","2.0","0.0","0.0","0.0","0.2","4.9","40.0",0,"aardbeien"
"frijol, pinto",100,"gr","346.95","21.4","62.6","1.2","0.0","713.0","212.0","1.174,0","785.0","474.0","525.0","0.0","6.300,0","0.0","210.0","5.6","66.200,0","113.000,0","893.0","5.070,0","176.000,0","1.148,0","411.000,0","1.393.000,0","27.9","12.000,0","2.280,0","11.3","15.5","0.0","0.2","0.2","0.4","2.1","30.0",0,"bonen, gevlekt"
"frijoles, blancos",100,"gr","342.17","23.4","60.3","0.9","0.0","437.0","146.0","479.0","732.0","318.0","388.0","0.0","0.0","0.0","210.0","5.6","66.200,0","240.000,0","984.0","10.440,0","190.000,0","1.796,0","301.000,0","1.795.000,0","12.8","16.000,0","3.670,0","11.3","15.2","0.0","0.2","0.1","0.4","2.1","30.0",0,"bonen, wit"
"frijoles, broche de presión, de color amarillo",100,"gr","36.88","1.8","7.1","0.1","108.0","84.0","105.0","752.0","94.0","74.0","37.0","0.0","16.300,0","0.0","0.0","0.0","0.0","37.000,0","69.0","1.040,0","25.000,0","214.0","38.000,0","209.000,0","0.6","6.000,0","240.0","90.3","3.4","0.0","0.0","0.0","0.1","0.0","35.0",0,"snijboon, geel"
"frijoles, complemento, verde",100,"gr","37.18","1.8","7.0","0.2","690.0","82.0","104.0","734.0","225.0","141.0","33.0","0.0","12.200,0","0.0","410.0","14.4","15.300,0","37.000,0","69.0","1.030,0","25.000,0","216.0","38.000,0","211.000,0","0.6","6.000,0","240.0","90.3","2.7","0.0","0.1","0.0","0.1","3.3","35.0",0,"snijboon, groen"
"frijoles, de color amarillo",100,"gr","354.20","22.0","60.7","2.6","6.0","690.0","330.0","2.430,0","734.0","442.0","389.0","0.0","0.0","0.0","0.0","0.0","0.0","166.000,0","639.0","7.010,0","222.000,0","1.286,0","488.000,0","1.042.000,0","12.8","12.000,0","2.830,0","11.1","25.1","0.0","0.7","0.2","1.1","0.0","30.0",0,"bonen, geel"
"frijoles, de color rojo (del riñón)",100,"gr","344.82","22.5","61.3","1.1","0.0","608.0","215.0","2.110,0","780.0","397.0","394.0","0.0","4.500,0","0.0","210.0","5.6","65.900,0","83.000,0","699.0","6.690,0","138.000,0","1.111,0","406.000,0","1.359.000,0","3.2","12.000,0","2.790,0","11.8","15.2","0.0","0.2","0.1","0.6","2.1","30.0",0,"bonen, rood (nierboon)"
"frijoles, de color rosa",100,"gr","350.77","21.0","64.2","1.1","0.0","772.0","192.0","1.892,0","997.0","527.0","463.0","0.0","0.0","0.0","210.0","5.7","67.200,0","130.000,0","810.0","6.770,0","182.000,0","1.376,0","415.000,0","1.464.000,0","13.0","8.000,0","2.550,0","10.1","12.7","0.0","0.3","0.1","0.5","2.1","30.0",0,"bonen, roze"
"frijoles, los riñones",100,"gr","341.83","23.6","60.0","0.8","0.0","529.0","219.0","2.060,0","780.0","397.0","394.0","0.0","4.500,0","0.0","220.0","19.0","0.0","143.000,0","958.0","8.200,0","140.000,0","1.021,0","407.000,0","1.406.000,0","3.2","24.000,0","2.790,0","11.8","24.9","0.0","0.1","0.1","0.5","2.2","30.0",0,"bonen, nierboon"
"frijoles, negros",100,"gr","348.62","21.6","62.4","1.4","0.0","900.0","193.0","1.955,0","899.0","286.0","444.0","0.0","0.0","0.0","210.0","5.6","66.400,0","123.000,0","841.0","5.020,0","171.000,0","1.060,0","352.000,0","1.483.000,0","3.2","5.000,0","3.650,0","11.0","15.2","0.0","0.4","0.1","0.6","2.1","30.0",0,"bonen, zwart"
"frijoles, pequeños blancos",100,"gr","344.06","21.1","62.3","1.2","0.0","743.0","207.0","1.342,0","729.0","439.0","386.0","0.0","0.0","0.0","0.0","0.0","0.0","173.000,0","635.0","7.730,0","183.000,0","1.278,0","445.000,0","1.542.000,0","12.8","12.000,0","2.810,0","11.7","24.9","0.0","0.3","0.1","0.5","0.0","30.0",0,"bonen, klein, wit"
"fructosa",100,"gr","400.00","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0","0.0","0.0","100.0","20.0",0,"fructose"
"ganso, el hígado, en bruto",100,"gr","129.28","16.4","6.3","4.3","30.998,0","562.0","892.0","6.500,0","6.184,0","760.0","738.0","54.0","4.500,0","0.0","0.0","0.0","0.0","43.000,0","7.522,0","30.530,0","24.000,0","0.0","261.000,0","230.000,0","68.1","140.000,0","3.070,0","71.8","0.0","515.0","1.6","0.8","0.3","0.0","0.0","Great source of vitamin A","gans, lever, rauw"
"ganso, la carne sin piel",100,"gr","155.17","22.8","0.0","7.1","40.0","129.0","377.0","4.278,0","1.973,0","640.0","31.0","0.5","7.200,0","0.0","0.0","0.0","0.0","13.000,0","306.0","2.570,0","24.000,0","24.0","312.000,0","420.000,0","16.8","87.000,0","2.340,0","68.3","0.0","84.0","2.8","1.9","0.9","0.0","0.0",0,"gans, vlees zonder vel"
"granos, blanco (azul marino)",100,"gr","345.82","22.3","60.8","1.5","0.0","775.0","164.0","2.188,0","744.0","428.0","364.0","0.0","0.0","0.0","20.0","2.5","87.400,0","147.000,0","834.0","5.490,0","175.000,0","1.418,0","407.000,0","1.185.000,0","11.0","5.000,0","3.650,0","12.1","24.4","0.0","0.2","0.2","1.4","3.9","30.0",0,"bonen, wit (navy)"
"habas",100,"gr","345.57","21.5","63.4","0.7","0.0","507.0","202.0","1.537,0","1.355,0","512.0","395.0","0.0","0.0","0.0","720.0","6.0","96.700,0","81.000,0","740.0","7.510,0","224.000,0","1.672,0","385.000,0","1.724.000,0","7.2","18.000,0","2.830,0","10.2","19.0","0.0","0.2","0.1","0.3","8.5","30.0",0,"limaboon"
"harina de trigo sarraceno",100,"gr","360.74","12.6","70.6","3.1","0.0","417.0","190.0","6.150,0","440.0","582.0","54.0","0.0","0.0","0.0","320.0","7.0","54.200,0","41.000,0","515.0","4.060,0","251.000,0","2.030,0","337.000,0","577.000,0","5.7","11.000,0","3.120,0","11.2","10.0","0.0","0.7","0.9","0.9","2.6","55.0",0,"boekweit meel"
"harina de trigo, de grano entero",100,"gr","361.91","13.7","72.6","1.9","9.0","447.0","215.0","6.365,0","1.008,0","341.0","44.0","0.0","0.0","0.0","820.0","1.9","31.200,0","34.000,0","382.0","3.880,0","138.000,0","3.799,0","346.000,0","405.000,0","70.7","5.000,0","2.930,0","10.3","12.2","0.0","0.3","0.2","0.8","0.4","55.0",0,"tarwemeel, volkoren"
"higos, secos",100,"gr","277.05","3.3","63.9","0.9","10.0","85.0","82.0","619.0","434.0","106.0","9.0","0.0","1.200,0","0.0","350.0","15.6","15.800,0","162.000,0","287.0","2.030,0","68.000,0","510.0","67.000,0","680.000,0","0.6","10.000,0","550.0","30.1","9.8","0.0","0.1","0.2","0.3","47.9","61.0",0,"vijgen, droog"
"hipogloso",100,"gr","103.85","20.8","0.0","2.3","157.0","60.0","75.0","5.848,0","329.0","344.0","12.0","1.2","0.0","229.0","850.0","0.1","61.800,0","47.000,0","27.0","840.0","83.000,0","15.0","222.000,0","450.000,0","36.5","54.000,0","420.0","77.9","0.0","32.0","0.3","0.8","0.7","0.0","0.0",0,"heilbot"
"hongos, blanco",100,"gr","28.46","3.1","3.3","0.3","0.0","81.0","402.0","3.607,0","1.497,0","104.0","16.0","0.0","2.100,0","7.0","10.0","0.0","17.300,0","3.000,0","318.0","500.0","9.000,0","47.0","86.000,0","318.000,0","9.3","5.000,0","520.0","92.5","1.0","0.0","0.1","0.0","0.2","2.0","15.0",0,"champignons"
"hot dog",100,"gr","249.56","10.6","18.4","14.8","0.0","240.0","280.0","3.720,0","520.0","50.0","49.0","0.5","100.0","0.0","0.0","0.0","0.0","24.000,0","78.0","2.360,0","13.000,0","93.0","99.000,0","146.000,0","26.5","684.000,0","2.020,0","54.0","0.0","45.0","5.2","7.0","1.7","0.0","50.0",0,"hotdog"
"huevos",100,"gr","142.86","12.6","0.8","9.9","487.0","69.0","478.0","70.0","1.438,0","143.0","47.0","1.3","0.0","50.0","970.0","0.3","251.100,0","53.000,0","102.0","1.830,0","12.000,0","38.0","191.000,0","134.000,0","31.7","140.000,0","1.110,0","75.8","0.0","423.0","3.1","3.8","1.4","0.8","0.0","Cholesterol: 420 mg per 100 g","eieren"
"jamón (cerdo), en rodajas",100,"gr","116.20","21.0","1.0","3.2","44.0","514.0","218.0","7.395,0","841.0","506.0","1.0","0.4","0.0","37.0","220.0","0.0","82.300,0","6.000,0","271.0","940.0","22.000,0","26.0","322.000,0","364.000,0","37.0","1.163.000,0","2.140,0","71.1","0.0","57.0","1.0","1.3","0.4","1.1","0.0",0,"ham (hesp), plakjes"
"jamón de pavo en rodajas",100,"gr","124.32","19.6","2.9","3.8","0.0","50.0","250.0","3.530,0","0.0","230.0","6.0","0.3","0.0","2.0","390.0","0.0","59.100,0","5.000,0","110.0","1.350,0","20.000,0","0.0","304.000,0","299.000,0","37.0","1.038.000,0","2.360,0","72.0","0.0","67.0","1.1","0.9","1.1","0.0","0.0",0,"kalkoen, ham, plakjes"
"jugo de uva",100,"gr","61.73","0.4","14.8","0.1","8.0","17.0","15.0","133.0","48.0","32.0","0.0","0.0","100.0","0.0","0.0","0.4","3.200,0","11.000,0","18.0","250.0","10.000,0","239.0","14.000,0","104.000,0","0.0","5.000,0","70.0","84.5","0.2","0.0","0.0","0.0","0.0","14.2","55.0","High in glucose and fructose","druivensap"
"jugo de zanahoria",100,"gr","42.27","1.0","9.3","0.2","19.124,0","92.0","55.0","386.0","228.0","217.0","4.0","0.0","8.500,0","0.0","1.160,0","15.5","9.900,0","24.000,0","46.0","460.0","14.000,0","130.0","42.000,0","292.000,0","0.6","29.000,0","180.0","88.9","0.8","0.0","0.0","0.0","0.1","3.9","45.0","Great source of vitamin A","wortelsap"
"kiwi",100,"gr","67.88","1.1","14.7","0.5","87.0","27.0","25.0","341.0","183.0","63.0","25.0","0.0","92.700,0","0.0","1.460,0","40.3","7.800,0","34.000,0","130.0","310.0","17.000,0","98.0","34.000,0","312.000,0","0.2","3.000,0","140.0","83.1","3.0","0.0","0.0","0.0","0.3","9.0","53.0","Great source of vitamin C","kiwi"
"la leche, entera (3,25% de grasa)",100,"gr","61.15","3.2","4.8","3.3","162.0","46.0","169.0","89.0","373.0","36.0","5.0","0.5","0.0","2.0","70.0","0.3","14.300,0","113.000,0","25.0","30.0","10.000,0","4.0","84.000,0","132.000,0","3.7","43.000,0","370.0","88.1","0.0","10.0","1.9","0.8","0.2","5.3","30.0",0,"melk, volle"
"lactosa",100,"gr","400.00","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,"0.0","0.0","0.0","0.0","0.0","0.0","100.0","45.0",0,"lactose"
"langosta",100,"gr","85.30","18.8","0.5","0.9","70.0","6.0","48.0","1.455,0","1.630,0","63.0","9.0","0.9","0.0","0.0","1.470,0","0.1","80.900,0","48.000,0","1.663,0","300.0","27.000,0","55.0","144.000,0","275.000,0","41.4","296.000,0","3.020,0","76.8","0.0","95.0","0.2","0.3","0.2","0.0","0.0",0,"kreeft"
"leche en polvo, sin grasa, seca",100,"gr","359.49","36.2","52.0","0.8","22.0","415.0","1.550,0","951.0","3.568,0","361.0","50.0","4.0","6.800,0","0.0","0.0","0.1","169.200,0","1.257.000,0","41.0","320.0","110.000,0","20.0","968.000,0","1.794.000,0","27.3","535.000,0","4.080,0","3.2","0.0","20.0","0.5","0.2","0.0","52.0","30.0",0,"melkpoeder, mager, droog"
"leche sin grasa (desnatada)",100,"gr","34.04","3.4","5.0","0.1","15.0","45.0","182.0","94.0","357.0","37.0","5.0","0.5","0.0","0.0","10.0","0.0","15.600,0","122.000,0","13.0","30.0","11.000,0","3.0","101.000,0","156.000,0","3.1","42.000,0","420.0","90.8","0.0","2.0","0.1","0.0","0.0","5.1","33.0",0,"melk, mager"
"leche, grasa  2%",100,"gr","50.22","3.3","4.8","2.0","102.0","39.0","185.0","92.0","356.0","38.0","5.0","0.5","200.0","1.0","30.0","0.2","16.400,0","120.000,0","6.0","20.0","11.000,0","14.0","92.000,0","140.000,0","2.5","47.000,0","480.0","89.2","0.0","8.0","1.3","1.1","0.2","5.1","31.0",0,"melk, 2% vet"
"leche, grasa 1,5%",100,"gr","46.20","3.3","4.9","1.5","74.5","29.5","185.0","92.5","358.5","37.5","5.0","0.5","100.0","1.0","20.0","0.2","17.050,0","122.500,0","8.0","25.0","11.000,0","8.5","93.500,0","145.000,0","2.9","45.500,0","450.0","89.6","0.0","6.5","0.9","0.7","0.1","5.1","31.0",0,"melk, halfvolle (1,5%)"
"leche, grasa de 1%",100,"gr","42.17","3.4","5.0","1.0","47.0","20.0","185.0","93.0","361.0","37.0","5.0","0.5","0.0","1.0","10.0","0.1","17.700,0","125.000,0","10.0","30.0","11.000,0","3.0","95.000,0","150.000,0","3.3","44.000,0","420.0","89.9","0.0","5.0","0.6","0.3","0.0","5.2","32.0",0,"melk, 1% vet"
"lechuga, rojo",100,"gr","16.34","1.3","2.3","0.2","7.492,0","64.0","77.0","321.0","144.0","100.0","36.0","0.0","3.700,0","0.0","150.0","140.3","11.800,0","33.000,0","28.0","1.200,0","12.000,0","203.0","28.000,0","187.000,0","1.5","25.000,0","200.0","95.6","0.9","0.0","0.0","0.0","0.0","0.5","15.0",0,"sla, rood"
"lechuga, verde",100,"gr","17.95","1.4","2.8","0.2","7.405,0","70.0","80.0","375.0","134.0","90.0","38.0","0.0","18.000,0","0.0","290.0","173.6","13.400,0","36.000,0","29.0","860.0","13.000,0","250.0","29.000,0","194.000,0","0.6","28.000,0","180.0","95.1","1.3","0.0","0.0","0.0","0.1","0.8","15.0",0,"sla, groen"
"lentejas",100,"gr","353.06","25.8","60.1","1.1","39.0","873.0","211.0","2.605,0","2.140,0","540.0","479.0","0.0","4.400,0","0.0","490.0","5.0","96.400,0","56.000,0","519.0","7.540,0","122.000,0","1.330,0","451.000,0","955.000,0","8.3","6.000,0","4.780,0","10.4","30.5","0.0","0.2","0.2","0.5","2.0","30.0",0,"linzen"
"lichis",100,"gr","73.40","0.8","16.5","0.4","0.0","11.0","65.0","603.0","0.0","100.0","14.0","0.0","71.500,0","0.0","70.0","0.4","7.100,0","5.000,0","148.0","310.0","10.000,0","55.0","31.000,0","171.000,0","0.6","1.000,0","70.0","81.8","1.3","0.0","0.1","0.1","0.1","15.2","50.0","Great source of vitamin C","lychees"
"lichis, se seca",100,"gr","308.80","3.8","70.7","1.2","0.0","10.0","570.0","3.100,0","0.0","90.0","12.0","0.0","183.000,0","0.0","310.0","1.6","12.700,0","33.000,0","631.0","1.700,0","42.000,0","234.0","181.000,0","1.110.000,0","1.3","3.000,0","280.0","22.3","4.6","0.0","0.3","0.3","0.4","66.1","60.0","Great source of vitamin C","lychees , gedroogd"
"lomo de cerdo, magro",100,"gr","114.37","20.7","0.0","3.5","2.0","982.0","337.0","6.610,0","837.0","765.0","0.0","0.5","0.0","10.0","220.0","0.0","79.700,0","6.000,0","89.0","970.0","27.000,0","14.0","243.000,0","393.000,0","30.3","52.000,0","1.870,0","75.0","0.0","65.0","1.2","1.4","0.6","0.0","0.0",0,"varkens, lendestuk, mager"
"macarrones, seco",100,"gr","364.43","13.0","74.7","1.5","0.0","90.0","60.0","1.700,0","431.0","142.0","18.0","0.0","0.0","0.0","110.0","0.1","0.0","21.000,0","289.0","1.300,0","53.000,0","917.0","189.000,0","223.000,0","63.2","6.000,0","1.410,0","9.9","3.2","0.0","0.3","0.2","0.6","2.7","47.0","Glycemic Index: 47 (boiled)","macaroni, droog"
"maíz , en bruto",100,"gr","100.03","3.3","18.7","1.4","187.0","155.0","55.0","1.770,0","717.0","93.0","42.0","0.0","6.800,0","0.0","70.0","0.3","23.000,0","2.000,0","54.0","520.0","37.000,0","163.0","89.000,0","270.000,0","0.6","15.000,0","460.0","76.1","2.0","0.0","0.3","0.4","0.5","6.3","54.0",0,"ma‹s, rauw"
"maíz, seco",100,"gr","377.38","9.4","74.3","4.7","214.0","385.0","201.0","3.627,0","424.0","622.0","19.0","0.0","0.0","0.0","490.0","0.3","0.0","7.000,0","314.0","2.710,0","127.000,0","485.0","210.000,0","287.000,0","15.5","35.000,0","2.210,0","10.4","7.3","0.0","0.7","1.3","2.2","0.6","60.0",0,"ma‹s, droog"
"maltodextrina",100,"gr","400.00","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0",0,"maltodextrine"
"maní, tostado",100,"gr","627.70","23.7","21.5","49.7","0.0","438.0","98.0","13.525,0","1.395,0","256.0","145.0","0.0","0.0","0.0","6.930,0","0.0","55.300,0","54.000,0","671.0","2.260,0","176.000,0","2.083,0","358.000,0","658.000,0","7.5","6.000,0","3.310,0","1.6","8.0","0.0","6.9","24.6","15.7","4.2","18.0",0,"pinda's, gebrand"
"mantequilla de cacahuete (> 90%)",100,"gr","632.11","25.1","19.6","50.4","0.0","73.0","105.0","13.403,0","1.060,0","543.0","74.0","0.0","0.0","0.0","8.990,0","0.6","63.000,0","43.000,0","473.0","1.870,0","154.000,0","1.466,0","358.000,0","649.000,0","5.6","17.000,0","2.910,0","1.8","6.0","0.0","10.3","23.7","13.9","9.2","40.0",0,"pindakaas (> 90%)"
"manzanas",100,"gr","57.81","0.3","13.8","0.2","54.0","17.0","26.0","91.0","61.0","41.0","3.0","0.0","4.600,0","0.0","180.0","2.2","3.400,0","6.000,0","27.0","120.0","5.000,0","35.0","11.000,0","107.000,0","0.0","1.000,0","40.0","85.6","2.4","0.0","0.0","0.0","0.1","10.4","36.0","Contains lots of fructose","appelen"
"manzanas jugo",100,"gr","46.77","0.1","11.3","0.1","1.0","21.0","17.0","73.0","49.0","18.0","0.0","0.0","900.0","0.0","10.0","0.0","1.800,0","8.000,0","12.0","120.0","5.000,0","74.0","7.000,0","101.000,0","0.1","4.000,0","20.0","88.2","0.2","0.0","0.0","0.0","0.0","9.6","42.0","Contains lots of fructose","appelsap"
"mejillones",100,"gr","82.52","11.9","3.7","2.2","160.0","160.0","210.0","1.600,0","500.0","50.0","42.0","12.0","8.000,0","0.0","550.0","0.1","65.000,0","26.000,0","94.0","3.950,0","34.000,0","3.400,0","197.000,0","320.000,0","44.8","286.000,0","1.600,0","80.6","0.0","28.0","0.4","0.5","0.6","0.0","0.0",0,"mosselen"
"melocotones, secos",100,"gr","266.60","3.6","61.3","0.8","2.163,0","2.0","212.0","4.375,0","564.0","67.0","0.0","0.0","4.800,0","0.0","190.0","15.7","12.700,0","28.000,0","364.0","4.060,0","42.000,0","305.0","119.000,0","996.000,0","0.5","7.000,0","570.0","31.8","8.2","0.0","0.1","0.3","0.4","41.7","35.0",0,"perziken, gedroogd"
